run_id,model,block,statement_mode,honesty_level,return_policy,presentation_mode,orthogonality_instruction,seed_index,trial,statement_true,return_rate,investment,returned_tokens,payoff,net_gain_from_investment,cumulative_truth_rate_before,cumulative_return_rate_before,previous_payoff
1,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,1,15,False,0.65,5,10,15,5,0.786,0.579,15
1,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,1,16,True,0.65,5,10,15,5,0.733,0.583,15
1,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,1,17,True,0.65,10,20,20,10,0.75,0.588,15
1,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,1,18,True,0.75,10,22,22,12,0.765,0.591,20
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,1,False,0.55,10,16,16,6,,,
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,2,True,0.45,0,0,10,0,0.0,0.55,16
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,3,False,0.5,5,8,13,3,0.5,0.5,10
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,4,True,0.55,10,16,16,6,0.333,0.5,13
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,5,True,0.65,1,2,11,1,0.5,0.512,16
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,6,True,0.7,0,0,10,0,0.6,0.54,11
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,7,True,0.5,5,8,13,3,0.667,0.567,10
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,8,True,0.45,5,7,12,2,0.714,0.557,13
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,9,True,0.55,0,0,10,0,0.75,0.544,12
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,10,True,0.5,0,0,10,0,0.778,0.544,10
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,11,True,0.65,5,10,15,5,0.8,0.54,10
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,12,False,0.6,5,9,14,4,0.818,0.55,15
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,13,True,0.65,5,10,15,5,0.75,0.554,14
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,14,True,0.75,5,11,16,6,0.769,0.562,15
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,15,True,0.6,0,0,10,0,0.786,0.575,16
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,16,True,0.7,5,10,15,5,0.8,0.577,10
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,17,False,0.7,5,10,15,5,0.812,0.584,15
2,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,2,18,True,0.75,5,11,16,6,0.765,0.591,15
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,1,True,0.5,0,0,10,0,,,
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,2,True,0.5,5,8,13,3,1.0,0.5,10
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,3,False,0.55,8,13,15,5,1.0,0.5,13
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,4,True,0.45,6,8,12,2,0.667,0.517,15
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,5,True,0.6,5,9,14,4,0.75,0.5,12
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,6,False,0.55,5,8,13,3,0.8,0.52,14
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,7,True,0.7,5,10,15,5,0.667,0.525,13
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,8,False,0.55,8,13,15,5,0.714,0.55,15
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,9,True,0.5,5,8,13,3,0.625,0.55,15
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,10,True,0.75,8,18,20,10,0.667,0.544,13
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,11,True,0.7,8,17,19,9,0.7,0.565,20
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,12,True,0.7,8,17,19,9,0.727,0.577,19
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,13,True,0.45,10,14,14,4,0.75,0.588,19
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,14,True,0.65,8,16,18,8,0.769,0.577,14
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,15,True,0.65,8,16,18,8,0.786,0.582,18
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,16,True,0.75,8,18,20,10,0.8,0.587,18
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,17,True,0.6,8,14,16,6,0.812,0.597,20
3,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,3,18,False,0.65,10,20,20,10,0.824,0.597,16
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,1,True,0.5,5,8,13,3,,,
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,2,False,0.65,7,14,17,7,1.0,0.5,13
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,3,True,0.5,3,4,11,1,0.5,0.575,17
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,4,False,0.7,4,8,14,4,0.667,0.55,11
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,5,True,0.65,5,10,15,5,0.5,0.587,14
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,6,True,0.5,5,8,13,3,0.6,0.6,15
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,7,False,0.65,5,10,15,5,0.667,0.583,13
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,8,True,0.45,5,7,12,2,0.571,0.593,15
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,9,True,0.45,10,14,14,4,0.625,0.575,12
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,10,True,0.7,5,10,15,5,0.667,0.561,14
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,11,True,0.55,5,8,13,3,0.7,0.575,15
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,12,True,0.6,5,9,14,4,0.727,0.573,13
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,13,True,0.75,5,11,16,6,0.75,0.575,14
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,14,True,0.7,5,10,15,5,0.769,0.588,16
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,15,False,0.55,5,8,13,3,0.786,0.596,15
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,16,True,0.55,5,8,13,3,0.733,0.593,13
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,17,True,0.6,5,9,14,4,0.75,0.591,13
4,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,4,18,True,0.75,5,11,16,6,0.765,0.591,14
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,1,False,0.55,5,8,13,3,,,
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,2,False,0.7,4,8,14,4,0.0,0.55,13
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,3,True,0.55,3,5,12,2,0.0,0.625,14
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,4,True,0.5,4,6,12,2,0.333,0.6,12
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,5,True,0.6,4,7,13,3,0.5,0.575,12
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,6,True,0.6,4,7,13,3,0.6,0.58,13
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,7,True,0.65,4,8,14,4,0.667,0.583,13
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,8,True,0.7,4,8,14,4,0.714,0.593,14
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,9,True,0.45,4,5,11,1,0.75,0.606,14
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,10,True,0.5,4,6,12,2,0.778,0.589,11
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,11,True,0.65,4,8,14,4,0.8,0.58,12
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,12,False,0.65,4,8,14,4,0.818,0.586,14
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,13,False,0.45,4,5,11,1,0.75,0.592,14
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,14,True,0.5,4,6,12,2,0.692,0.581,11
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,15,True,0.7,4,8,14,4,0.714,0.575,12
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,16,True,0.75,4,9,15,5,0.733,0.583,14
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,17,True,0.75,4,9,15,5,0.75,0.594,15
5,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,5,18,True,0.55,4,7,13,3,0.765,0.603,15
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,1,True,0.75,5,11,16,6,,,
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,2,True,0.5,7,10,13,3,1.0,0.75,16
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,3,False,0.6,6,11,15,5,1.0,0.625,13
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,4,True,0.45,5,7,12,2,0.667,0.617,15
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,5,True,0.7,6,13,17,7,0.75,0.575,12
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,6,True,0.7,7,15,18,8,0.8,0.6,17
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,7,True,0.65,6,12,16,6,0.833,0.617,18
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,8,True,0.55,6,10,14,4,0.857,0.621,16
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,9,True,0.65,6,12,16,6,0.875,0.613,14
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,10,False,0.45,6,8,12,2,0.889,0.617,16
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,11,True,0.55,5,8,13,3,0.8,0.6,12
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,12,False,0.5,6,9,13,3,0.818,0.595,13
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,13,True,0.7,4,8,14,4,0.75,0.588,13
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,14,True,0.6,5,9,14,4,0.769,0.596,14
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,15,True,0.65,6,12,16,6,0.786,0.596,14
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,16,False,0.75,5,11,16,6,0.8,0.6,16
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,17,True,0.55,5,8,13,3,0.75,0.609,16
6,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,standard,6,18,True,0.5,6,9,13,3,0.765,0.606,13
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,1,True,0.5,0,0,10,0,,,
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,2,True,0.55,0,0,10,0,1.0,0.5,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,3,False,0.55,0,0,10,0,1.0,0.525,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,4,True,0.5,0,0,10,0,0.667,0.533,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,5,True,0.45,0,0,10,0,0.75,0.525,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,6,False,0.7,0,0,10,0,0.8,0.51,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,7,True,0.55,0,0,10,0,0.667,0.542,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,8,True,0.6,0,0,10,0,0.714,0.543,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,9,True,0.7,0,0,10,0,0.75,0.55,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,10,True,0.45,0,0,10,0,0.778,0.567,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,11,True,0.5,0,0,10,0,0.8,0.555,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,12,True,0.6,0,0,10,0,0.818,0.55,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,13,True,0.75,0,0,10,0,0.833,0.554,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,14,False,0.7,0,0,10,0,0.846,0.569,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,15,False,0.65,0,0,10,0,0.786,0.579,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,16,True,0.65,0,0,10,0,0.733,0.583,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,17,True,0.65,0,0,10,0,0.75,0.588,10
7,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,1,18,True,0.75,0,0,10,0,0.765,0.591,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,1,False,0.55,0,0,10,0,,,
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,2,True,0.45,0,0,10,0,0.0,0.55,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,3,False,0.5,0,0,10,0,0.5,0.5,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,4,True,0.55,0,0,10,0,0.333,0.5,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,5,True,0.65,0,0,10,0,0.5,0.512,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,6,True,0.7,0,0,10,0,0.6,0.54,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,7,True,0.5,0,0,10,0,0.667,0.567,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,8,True,0.45,1,1,10,0,0.714,0.557,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,9,True,0.55,0,0,10,0,0.75,0.544,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,10,True,0.5,2,3,11,1,0.778,0.544,10
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,11,True,0.65,3,6,13,3,0.8,0.54,11
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,12,False,0.6,5,9,14,4,0.818,0.55,13
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,13,True,0.65,7,14,17,7,0.75,0.554,14
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,14,True,0.75,5,11,16,6,0.769,0.562,17
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,15,True,0.6,8,14,16,6,0.786,0.575,16
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,16,True,0.7,8,17,19,9,0.8,0.577,16
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,17,False,0.7,7,15,18,8,0.812,0.584,19
8,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,2,18,True,0.75,10,22,22,12,0.765,0.591,18
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,1,True,0.5,0,0,10,0,,,
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,2,True,0.5,0,0,10,0,1.0,0.5,10
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,3,False,0.55,0,0,10,0,1.0,0.5,10
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,4,True,0.45,0,0,10,0,0.667,0.517,10
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,5,True,0.6,5,9,14,4,0.75,0.5,10
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,6,False,0.55,0,0,10,0,0.8,0.52,14
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,7,True,0.7,5,10,15,5,0.667,0.525,10
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,8,False,0.55,5,8,13,3,0.714,0.55,15
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,9,True,0.5,5,8,13,3,0.625,0.55,13
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,10,True,0.75,5,11,16,6,0.667,0.544,13
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,11,True,0.7,5,10,15,5,0.7,0.565,16
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,12,True,0.7,5,10,15,5,0.727,0.577,15
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,13,True,0.45,5,7,12,2,0.75,0.588,15
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,14,True,0.65,5,10,15,5,0.769,0.577,12
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,15,True,0.65,5,10,15,5,0.786,0.582,15
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,16,True,0.75,5,11,16,6,0.8,0.587,15
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,17,True,0.6,5,9,14,4,0.812,0.597,16
9,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,3,18,False,0.65,5,10,15,5,0.824,0.597,14
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,1,True,0.5,0,0,10,0,,,
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,2,False,0.65,0,0,10,0,1.0,0.5,10
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,3,True,0.5,3,4,11,1,0.5,0.575,10
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,4,False,0.7,5,10,15,5,0.667,0.55,11
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,5,True,0.65,7,14,17,7,0.5,0.587,15
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,6,True,0.5,10,15,15,5,0.6,0.6,17
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,7,False,0.65,6,12,16,6,0.667,0.583,15
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,8,True,0.45,8,11,13,3,0.571,0.593,16
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,9,True,0.45,5,7,12,2,0.625,0.575,13
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,10,True,0.7,6,13,17,7,0.667,0.561,12
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,11,True,0.55,4,7,13,3,0.7,0.575,17
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,12,True,0.6,5,9,14,4,0.727,0.573,13
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,13,True,0.75,7,16,19,9,0.75,0.575,14
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,14,True,0.7,5,10,15,5,0.769,0.588,19
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,15,False,0.55,4,7,13,3,0.786,0.596,15
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,16,True,0.55,6,10,14,4,0.733,0.593,13
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,17,True,0.6,7,13,16,6,0.75,0.591,14
10,MiniMax-M2.7,main_partner_honesty,partner_private_card,high,fair_high,sequential_trial,explicit_orthogonality,4,18,True,0.75,6,14,18,8,0.765,0.591,16
